property_id,title,price,bedrooms,bathrooms,area_m2,property_type,status,updated_at,created_at
zhrppmusqGYjwWxvBZj6,"Casa para Alugar na Cidade Industrial – 1 Quarto, Churrasqueira | Curitiba – R$ 1.600",,1,1,50.0,house,active,2025-10-02T01:31:25.151596+00:00,2025-10-02T01:31:25.042572+00:00
yStk5ZfAIvBxaRRHQ7d7,Sobrado moderno com 3 quartos e terraço panorâmico no Atuba – Vista para o Parque!,799500.0,3,4,184.0,apartment,active,2025-10-02T01:31:24.95055+00:00,2025-10-02T01:31:24.848528+00:00
xxciEUldiOxQZJkaDTgI,"*TRIPLEX NOVO!!!: 3 Quartos, (1 Suíte), 2 Vagas e Amplo Espaço* ESTUDA IMÓVEL E/OU VEÍCULO COMO PARTE DE PAGAMENTO**",655000.0,3,3,88.17,apartment,active,2025-10-02T01:31:24.775511+00:00,2025-10-02T01:31:24.634481+00:00
xj7QjVvHrChsVqn0l5QC,"Luxuosa Casa Nova á venda em Santa Felicidade com Jardim Amplo, 3 Suítes e Ótima Localização é na Allega",1700000.0,4,5,280.0,house,active,2025-10-02T01:31:24.554475+00:00,2025-10-02T01:31:24.377807+00:00
xHNrtMwXzbFt229Z5fuc,"Sobrado para locação | 04 quartos sendo 01 suíte, Mossunguê - Curitiba/PR",,4,3,150.0,apartment,active,2025-10-02T01:31:24.268798+00:00,2025-10-02T01:31:24.149762+00:00
wNQhyWoAAQZ4kznoTfQA,"terreno ZR3 com 14m de testada à venda, 364 m² por R$ 420.000 - Boa Vista - Curitiba/PR",420000.0,,,,land,active,2025-10-02T01:31:24.08075+00:00,2025-10-02T01:31:23.977719+00:00
vvlX3vsT4hxV0UPKavbv,"Terreno à venda, 456 m² por R$ 900.000,00 - Santa Quitéria - Curitiba/PR",900000.0,,,456.0,land,active,2025-10-02T01:31:23.91672+00:00,2025-10-02T01:31:23.809678+00:00
vb6mIEkBp6ltbyIjNqpD,"Sobrado à venda no Água Verde em Curitiba – 4 dormitórios, suíte, 3 vagas e ático com lareira",1150000.0,4,5,211.44,apartment,active,2025-10-02T01:31:23.731661+00:00,2025-10-02T01:31:23.622645+00:00
uOskVxTzhFG0uv1PQXGF,"Loja para Alugar no Orleans em Curitiba – 39m² com Lavabo, Piso Novo e Ótima Localização",,,,,apartment,active,2025-10-02T01:31:23.55063+00:00,2025-10-02T01:31:23.4596+00:00
uDK8cGghMel7Vx1bzn4s,SOBRADO NOVO - RECÉM ENTREGUE - 76m² de área construída ****Melhor localização no Vitória Regia - CIC,370000.0,2,2,76.0,apartment,active,2025-10-02T01:31:23.391599+00:00,2025-10-02T01:31:23.304585+00:00
smsdc97ArqqNSeHi24Zb,"Casa Ampla com Edícula e Acessos Automatizados - Próx. ao Terminal Pinheirinho, Aceita Permuta!",1400000.0,5,3,444.0,house,active,2025-10-02T01:31:23.23555+00:00,2025-10-02T01:31:23.140529+00:00
sPNXINM9mnDgFR8blBNx,"Sobrado com 4 dormitórios, 3 vagas de garagem à venda, 315m² por R$ 1.100.000,00 - Boa Vista - Curitiba/PR",1100000.0,4,4,300.0,apartment,active,2025-10-02T01:31:23.072515+00:00,2025-10-02T01:31:22.977498+00:00
s7TZq5gkLkPuldcRhbkY,Terreno em Condominio à Venda no Bairro Tatuquara – Oportunidade Imperdível!,140000.0,,,,land,active,2025-10-02T01:31:22.916478+00:00,2025-10-02T01:31:22.817455+00:00
qiw3tWxPagVFQSXHk5pZ,"Sobrado à venda no Bairro Alto - Conforto, Estilo e Praticidade em Curitiba/PR",849000.0,4,4,220.0,apartment,active,2025-10-02T01:31:22.742438+00:00,2025-10-02T01:31:22.61842+00:00
ovTmABxiubYbjxHSNFzs,"Conjunto Comercial / Sala para alugar, 54 m² por R$ 1.500,00/mês - Rebouças - Curitiba/PR",,,1,54.13,commercial,active,2025-10-02T01:31:22.535392+00:00,2025-10-02T01:31:22.430371+00:00
onjKN2bvFC4IgUWZjcZY,"Lote Residencial 750m² à Venda no Condomínio Fechado – Rua da Pedreira, Atuba, Curitiba",1500000.0,,,750.0,land,active,2025-10-02T01:31:22.353352+00:00,2025-10-02T01:31:22.22633+00:00
nQAWofr0fB0JGHWUhef9,"APARTAMENTO em CURITIBA - PR, no bairro Mercês - Referência VE-AP0142",,,1,,apartment,active,2025-10-02T01:31:22.156316+00:00,2025-10-02T01:31:22.025278+00:00
nMjaArlKcDxk868rGM1S,"Sobrado Luxuoso à Venda | 3 Quartos, 4 Banheiros, 295m² | Curitiba",2999000.0,3,4,,apartment,active,2025-10-02T01:31:21.94226+00:00,2025-10-02T01:31:21.781234+00:00
maqyIuwMolc7G0Aq0tWL,ÓTIMO TERRENO DE ESQUINA - 510M² - SANTO INÁCIO/SÃO BRÁS,690000.0,,1,,land,active,2025-10-02T01:31:21.706207+00:00,2025-10-02T01:31:21.583202+00:00
kkEKusvvfJD3qMHzJEsn,Sobrado com 158 m² à venda no bairro Cidade Industrial/Gabineto em Curitiba/PR,580000.0,3,3,158.0,apartment,active,2025-10-02T01:31:21.507163+00:00,2025-10-02T01:31:21.36313+00:00
kUxvciV91cy4TFi0AtIN,"Oportunidade TRIPLEX (Comercial e Residencial), no Bairro VITÓRIA RÉGIA",630000.0,5,5,,apartment,active,2025-10-02T01:31:21.281112+00:00,2025-10-02T01:31:21.141081+00:00
jShemGSa2x2oULE8dftv,"SOBRADO ELEGANTE, ESPAÇOSO E ENSOLARADO À VENDA NO GUABIROTUBA",1150000.0,4,4,280.0,apartment,active,2025-10-02T01:31:21.056062+00:00,2025-10-02T01:31:20.902026+00:00
i4Sj3wLcIp26lmhjCf6V,Casa TÉRREA à Venda | 3 Quartos | 186m² área privativa| 4 vagas -  Água Verde – Curitiba  LOCALIZAÇÃO PRIVILEGIADA. ZR4,2400000.0,3,4,185.0,house,active,2025-10-02T01:31:20.814006+00:00,2025-10-02T01:31:20.709984+00:00
hVSEsTz9ZnTXcF7fndAe,"Sobrado com 4 dormitórios à venda, 363 m² por R$ 990.000,00 - Xaxim - Curitiba/PR",990000.0,4,5,363.0,apartment,active,2025-10-02T01:31:20.615962+00:00,2025-10-02T01:31:20.453574+00:00
fRvRu7PsS4xwVwg6MdfC,"Casa com 6 dormitórios à venda, 353 m² por R$ 1.925.000 - Guabirotuba - Curitiba/PR",1925000.0,6,6,353.1,house,active,2025-10-02T01:31:20.376979+00:00,2025-10-02T01:31:20.246519+00:00
f8uMUllGVFuC46tNB2QL,"Sobrado à venda em Santa Felicidade, Curitiba – 3 quartos, 190m², excelente localização",800000.0,3,3,190.8,apartment,active,2025-10-02T01:31:20.186308+00:00,2025-10-02T01:31:20.091286+00:00
eaNegYEudBaqXFV1yFET,"Sobrado Triplex de Alto Padrão, 4 quartos sendo 3 suítes com 3 vagas no Boqueirão - Curitiba - Pr Proximo SESI/SENAI do Boqueirão",850000.0,4,4,150.0,apartment,active,2025-10-02T01:31:20.030273+00:00,2025-10-02T01:31:19.929251+00:00
d9UIDQAS8omsCLak9ryi,"Venda terreno comercial - Área total de 641,87 m² - Cristo Rei",4000000.0,,,,commercial,active,2025-10-02T01:31:19.839241+00:00,2025-10-02T01:31:19.698197+00:00
c7sgFZzowd7LG0LiPjmv,Casa com 2 pavimentos independentes à venda na Cidade Industrial - 150 m² de área construída– Curitiba/PR,380000.0,4,2,150.0,house,active,2025-10-02T01:31:19.631192+00:00,2025-10-02T01:31:19.52916+00:00
bwuBYwgS5E2uxpfdlaUc,"Venda Sobrado de Alto Padrão com 3 suítes, 2 vagas, área gourmet com churrasqueira. Centro - SJP",1199000.0,3,4,160.0,apartment,active,2025-10-02T01:31:19.456143+00:00,2025-10-02T01:31:19.338124+00:00
bMnxpDGqel5lQuIEGbPl,ÓTIMA OPORTUNIDADE - SITIO CERCADO - PRONTO PARA CONSTUIR,770000.0,,,480.0,apartment,active,2025-10-02T01:31:19.279105+00:00,2025-10-02T01:31:19.171094+00:00
b3n5pFSoGDMMCkzxke6U,PRONTO PARA CONSTRUIR - SITIO CERCADO TERRENO DE ESQUINA,295000.0,,,,land,active,2025-10-02T01:31:19.11007+00:00,2025-10-02T01:31:19.01406+00:00
aJcx7RFFdFIZd64FYk3s,"Sobrado com 3 dormitórios à venda, 115 m² por R$ 649.000 - Bairro Alto - Curitiba/PR",649000.0,3,4,,apartment,active,2025-10-02T01:31:18.948032+00:00,2025-10-02T01:31:18.821003+00:00
Z4zy5J3sttS86OnUFE03,"LOTE/TERRENO PARA VENDA COM 654M² NO BAIRRO DO CAMPINA DO SIQUEIRA, Curitiba - Pr Testada 16 metros.",1650000.0,,,,land,active,2025-10-02T01:31:18.76199+00:00,2025-10-02T01:31:18.642963+00:00
VibvfeIPcIlJvl2TEprc,"LOFT em CURITIBA - PR, no bairro Bigorrilho - Referência 0002",,1,1,,apartment,active,2025-10-02T01:31:18.560947+00:00,2025-10-02T01:31:18.403908+00:00
UrkZgSSkiixJMtsguvCg,Casa Residencial/Comercial à locação no Cristo Rei - Curitiba - Pr,,7,7,462.0,house,active,2025-10-02T01:31:18.32589+00:00,2025-10-02T01:31:18.193861+00:00
UkRttTFVMaD6vKZiM4g3,Apartamento para venda no Bairro Pinheirinho em Curitiba com 3 quartos e 1 vaga,299000.0,3,1,56.9,apartment,active,2025-10-02T01:31:18.12485+00:00,2025-10-02T01:31:17.979812+00:00
UKWPrFbVZo26ns5fyV6c,Terreno à Venda em Curitiba no Bairro São Braz – 506 m² (30x25m) - Curitiba/PR,1100000.0,,,,land,active,2025-10-02T01:31:17.912797+00:00,2025-10-02T01:31:17.797771+00:00
R4ZUyJ9jUEaJNTi0URn1,VENDA  IMÓVEL COMERCIAL EM MATINHOS/PR Endereço: Rua da Fonte – Zona Central (ZC) – Lote de Esquina,2400000.0,10,8,219.0,commercial,active,2025-10-02T01:31:17.728757+00:00,2025-10-02T01:31:17.614744+00:00
Qa48orHY42squqelaYNo,Casa Residencial/comercial à venda no Cristo Rei - Curitiba - Pr,4000000.0,7,7,462.0,house,active,2025-10-02T01:31:17.540713+00:00,2025-10-02T01:31:17.424696+00:00
PmoxKIwPuOuUyYM5JGvy,"Residência Completa com Mezanino, Lareira e 4 Vagas – R$ 1.290.000,00",1290000.0,3,3,,apartment,active,2025-10-02T01:31:17.351671+00:00,2025-10-02T01:31:17.226654+00:00
PlnQpyyWBO63sWIbNZDv,"Sobrado novo, triplex, alto luxo, totalmente mobiliado para venda. 144 m2. R$ 1.700.000,00. Bairro Atuba, Curitiba - PR",1700000.0,3,3,144.48,apartment,active,2025-10-02T01:31:17.135627+00:00,2025-10-02T01:31:17.013602+00:00
O6ce8C9CzsPebWjHDEfo,"VENDIDO - 188M² AMPLO SOBRADO TRIPLEX DE ESQUINA COM 4 DORMITÓRIOS, 3 VAGAS DE GARAGEM. R$3.820,00/M²",720000.0,4,4,188.0,apartment,active,2025-10-02T01:31:16.946587+00:00,2025-10-02T01:31:16.798553+00:00
MuhCxHrIMat4wZlbqBUN,"Casa para Alugar na Cidade Industrial – 3 Quartos, Suíte e Garagem | Curitiba – R$ 3.800",,3,2,190.0,house,active,2025-10-02T01:31:16.721529+00:00,2025-10-02T01:31:16.579499+00:00
M169pFpapSK2Y22OnzvZ,"Sala à venda, 488 m² por R$ 1.800.000,00 - Centro - Curitiba/PR",1800000.0,,,488.22,commercial,active,2025-10-02T01:31:16.490479+00:00,2025-10-02T01:31:16.357447+00:00
LcRsTUZWw68tcD6YqvwK,"Terreno de Esquina à Venda no Jardim Botânico em Curitiba – 419m² com 2 Casas - R$ 520.000,00",520000.0,,,,house,active,2025-10-02T01:31:16.263432+00:00,2025-10-02T01:31:16.113629+00:00
LJrHdhx9F4Cbiojhf1k0,Sobrado Novo Mobiliado – 120m² – Alto Padrão – Água Verde Curitiba,1490000.0,3,2,100.0,apartment,active,2025-10-02T01:31:16.042626+00:00,2025-10-02T01:31:15.930587+00:00
I58rHoG62dJHN6lfZchH,Terreno de 612 m² à Venda no bairro Cidade Industrial (Jardim Gabineto) - Oportunidade ÚNICA!,850000.0,,,,land,active,2025-10-02T01:31:15.85757+00:00,2025-10-02T01:31:15.734543+00:00
HbiEdz4mYljGo39PI1Jg,"Sobrado com 4 dormitórios à venda, 130 m² por R$ 630.000 - Boa Vista - Curitiba/PR",630000.0,4,3,130.0,apartment,active,2025-10-02T01:31:15.660531+00:00,2025-10-02T01:31:15.533497+00:00
EAKpABO8Hx6I9Ab4Ij37,"Sobrado Triplex com 193m² – Boa Vista – Curitiba/PR – R$ 895.000,00",895000.0,3,4,193.0,apartment,active,2025-10-02T01:31:15.464485+00:00,2025-10-02T01:31:15.319045+00:00
DqK5eA8XBxG7YCX8fK30,Terreno em Condomínio Fechado com 305m² no Atuba – Vista Privilegiada e Projeto Aprovado,1200000.0,,,305.91,land,active,2025-10-02T01:31:15.194828+00:00,2025-10-02T01:31:15.055802+00:00
DZMZOCz33WvVkiI7wtEa,"Sobrado com 3 Dormitórios à Venda, 156 m² por R$ 1.299.000,00 - Atuba, Curitiba/PR",1299000.0,3,1,156.0,apartment,active,2025-10-02T01:31:14.970776+00:00,2025-10-02T01:31:14.84575+00:00
ChaJXbX8siwqMLO5gaSJ,"Venda Área em Paranaguá com 94.095,08m²",25000000.0,,,,commercial,active,2025-10-02T01:31:14.777734+00:00,2025-10-02T01:31:14.641705+00:00
CC8ZXlzr2h9VEpoqQQqa,Sobrado Triplex de Alto Padrão – 4 Quartos no Boqueirão - Curitiba - Pr Proximo SESI/SENAI do Boqueirão,750000.0,4,4,126.0,apartment,active,2025-10-02T01:31:14.563685+00:00,2025-10-02T01:31:14.442656+00:00
9V3pnMnZb2j7oGqnM61S,"Sala Comercial Nova nas Mercês | 14 Estações, Reunião, Internet, Climatização e Ótima localização",,,,52.15,commercial,active,2025-10-02T01:31:14.375642+00:00,2025-10-02T01:31:14.235611+00:00
90gxnB1FD6LumyJ76b5w,"Loja para alugar, 350 m² por R$ 4.500/mês - Centro - Curitiba/PR",,,2,350.0,commercial,active,2025-10-02T01:31:14.153271+00:00,2025-10-02T01:31:14.02457+00:00
8R1KgcKad929Sfg0YuPn,"Terreno à venda por R$ 370.000,00 - Cidade industrial/Gabineto - Curitiba/PR",370000.0,,,,land,active,2025-10-02T01:31:13.937545+00:00,2025-10-02T01:31:13.804735+00:00
79cRoduQDQgHOCjqkDUg,"VENDIDO - Terreno à venda Condominio fechado, 1.012 m² por R$ 1.820.000,00 - Santa Felicidade - Curitiba/PR",1820000.0,,,,land,active,2025-10-02T01:31:13.647699+00:00,2025-10-02T01:31:13.508676+00:00
54WMtRqJ2mMaY2y0Di49,"Casa à venda no Santa Quitéria em Curitiba - 3 quartos, 2 suítes, 218m² privativos",1250000.0,4,5,218.0,house,active,2025-10-02T01:31:13.328634+00:00,2025-10-02T01:31:13.222624+00:00
41tAtQTnHCgPk9QReYmp,"Amplo Conjunto Comercial no Bigorrilho | Rua Jerônimo Durski, 1069",,,,,commercial,active,2025-10-02T01:31:13.116594+00:00,2025-10-02T01:31:12.969554+00:00
1tooLs5DX3Y67l1GTEfO,"Terreno à Venda na Rua Professor João Falarz no bairro Orleans em Curitiba/PR – 1.938,82 m² com Grande Potencial de Valorização!",3150000.0,,,,land,active,2025-10-02T01:31:12.868534+00:00,2025-10-02T01:31:12.684948+00:00
1Tcr3ml0Gw2OSz8ussv3,OTIMO TERRENO 15.0 X 45.0 (PLANO) À VENDA NO BAIRRO CIDADE INDUSTRIAL/ORLEANS.,1280000.0,,,,land,active,2025-10-02T01:31:12.546927+00:00,2025-10-02T01:31:12.397159+00:00
1A6TjnKem8aORNDv5mXB,"Terreno à Venda no Campo Comprido - Oportunidade Única , 4.386 m² por R$ 6.800.000,00 - Campo Comprido - Curitiba/PR",6800000.0,,,,land,active,2025-10-02T01:31:12.075274+00:00,2025-10-02T01:31:10.238453+00:00
ztO6PlXItMRhqf8MEtdf,"Apartamento em Curitiba, no bairro Campina do Siqueira - Referência: 608 Torre1 - Hytte",1092168.7,2,2,82.52,apartment,active,2025-10-01T21:53:53.068993+00:00,2025-10-01T21:53:52.98098+00:00
zqiQNwSNF3SFtv8K2ZLi,Casa Milano,7596210.0,3,1,315.26,house,active,2025-10-01T21:53:52.908976+00:00,2025-10-01T21:53:52.804734+00:00
zlc0IL9Lt5ireBDjk1iP,"Cobertura Duplex em Curitiba, no bairro Ahú - Referência: 72 - Terrasse Cadeaux",1755000.0,3,4,130.65,penthouse,active,2025-10-01T21:53:52.740738+00:00,2025-10-01T21:53:52.628715+00:00
zkwCz5ShNAVUoC9NGAWu,"Apartamento em Curitiba, no bairro Mossunguê - Referência: 11T02 - Yes Ecoville",602574.29,2,2,55.91,apartment,active,2025-10-01T21:53:52.564729+00:00,2025-10-01T21:53:52.427611+00:00
zi74fp5G8LSv95jhZHQF,"Studio em Curitiba, no bairro Centro - Referência: 511 - Aya Amintas - Residencial",355433.03,1,1,26.45,apartment,active,2025-10-01T21:53:52.323584+00:00,2025-10-01T21:53:52.227367+00:00
zew5OwI08ashGiYynATn,"Apartamento em Curitiba, no bairro Água Verde - Referência: 23 - Opulus",1248664.35,3,3,98.04,apartment,active,2025-10-01T21:53:52.011079+00:00,2025-10-01T21:53:51.898443+00:00
zeiRJfGdvtLMoJAhxCjC,"Apartamento em Curitiba, no bairro Bacacheri - Referência: 207 - Blossom Urban Habitat",760900.0,3,2,88.36,apartment,active,2025-10-01T21:53:51.79426+00:00,2025-10-01T21:53:51.65024+00:00
zdxyLKMFvricmfv9KClC,"Cobertura Duplex em Curitiba, no bairro Cabral - Referência: 601 B Sole - Piemonte Alberi",5313436.0,4,6,370.3,penthouse,active,2025-10-01T21:53:51.578235+00:00,2025-10-01T21:53:51.466224+00:00
zam76FQ4W8vt6G5jifsR,"Apartamento em Curitiba, no bairro Alto da Rua XV - Referência: 803T02 - Nest",1072012.52,2,3,85.0,apartment,active,2025-10-01T21:53:51.386217+00:00,2025-10-01T21:53:51.2822+00:00
zYQBFtHlOpYyH1w9NZy0,"Apartamento à venda com 2 quartos, 1 vaga no Bigorrilho - Curitiba - Vista definida.",449950.0,2,1,41.0,apartment,active,2025-10-01T21:53:51.210209+00:00,2025-10-01T21:53:51.098198+00:00
zY45wyfKYOGhwAughePe,"Studio em Curitiba, no bairro Batel - Referência: 406 - Turin",924460.0,1,1,42.56,apartment,active,2025-10-01T21:53:51.017844+00:00,2025-10-01T21:53:50.905832+00:00
zRU1HosDNxwJxk9bXGFt,"Cobertura Duplex em Curitiba, no bairro Bom Retiro - Referência: 404 - Quadri",3714420.0,3,5,263.77,penthouse,active,2025-10-01T21:53:50.841669+00:00,2025-10-01T21:53:50.737408+00:00
zOTG25NKfL6R7DU2UMUG,"Garden em Curitiba, no bairro Capão Raso - Referência: 11 - Dom Gabardo",899360.0,3,2,98.99,garden,active,2025-10-01T21:53:50.648954+00:00,2025-10-01T21:53:50.505788+00:00
zOA1b7KJlsCa0LTgyDbk,"Apartamento em Curitiba, no bairro Portão - Referência: 303 - Terrasse Magique",753000.0,2,2,67.23,apartment,active,2025-10-01T21:53:50.424622+00:00,2025-10-01T21:53:50.280614+00:00
zJ1DdeMjaVFNu0ASEkJf,"Cobertura Duplex em Curitiba, no bairro Centro Cívico - Referência: 805 - Auth",2617905.97,3,4,118.0,penthouse,active,2025-10-01T21:53:50.203937+00:00,2025-10-01T21:53:50.027428+00:00
zHxRHD6Mj6qmv6xU03rx,Greca Tower Residence,8400000.0,4,7,317.25,apartment,active,2025-10-01T21:53:49.875312+00:00,2025-10-01T21:53:49.731259+00:00
zG2jbbL8zCTG9W2q8AcT,"Apartamento em Curitiba, no bairro Novo Mundo - Referência: B104 - High City Habitat 1 (Torre A e B)",540900.0,3,2,64.14,apartment,active,2025-10-01T21:53:49.651125+00:00,2025-10-01T21:53:49.530939+00:00
zAl5pEUWKBYM0rTwY9Rm,"Apartamento em Curitiba, no bairro Hauer - Referência: 303 BLOCO 4 - Bliss Cuore - Fase 2",535925.0,2,2,62.21,apartment,active,2025-10-01T21:53:49.450948+00:00,2025-10-01T21:53:49.36292+00:00
zAUrAI9ORonq46zI0ieg,"Apartamento em Curitiba, no bairro Juvevê - Referência: 206 - Galeria Hype Casa Nativa",852900.0,3,2,70.23,apartment,active,2025-10-01T21:53:49.258773+00:00,2025-10-01T21:53:49.122751+00:00
z8BJ4fDHupBEBoTqKEUg,"Apartamento em Curitiba, no bairro Ahú - Referência: 14 - Terrasse Élégant",1040000.0,2,2,90.76,apartment,active,2025-10-01T21:53:49.050762+00:00,2025-10-01T21:53:48.922729+00:00
z7ihh1c5yWov08QFqHL2,"Apartamento em Curitiba, no bairro Hauer - Referência: 506 - Fortune",411682.23,2,2,42.83,apartment,active,2025-10-01T21:53:48.826735+00:00,2025-10-01T21:53:48.73871+00:00
z6zE6gsTexv0NtQr4wso,"Garden em Curitiba, no bairro Ecoville - Referência: 214 - Terrasse L'Avenir",920000.0,2,2,77.46,garden,active,2025-10-01T21:53:48.666423+00:00,2025-10-01T21:53:48.562279+00:00
z4K1DZbW9wTqrmzB2YL5,"Apartamento em Curitiba, no bairro Água Verde - Referência: 103 - Terrasse Créatif Appartements",1230000.0,3,2,94.34,apartment,active,2025-10-01T21:53:48.490088+00:00,2025-10-01T21:53:48.402074+00:00
ywdngEafPYE0N9rw8iMv,"Apartamento em Curitiba, no bairro Água Verde - Referência: A32 - Atlân",1781510.0,2,3,90.75,apartment,active,2025-10-01T21:53:48.314088+00:00,2025-10-01T21:53:48.226055+00:00
yjx0CwkMp6vjUhEyat8G,"Apartamento em Curitiba, no bairro Ecoville - Referência: 302 - Átrio",2667810.0,3,5,171.27,apartment,active,2025-10-01T21:53:48.113989+00:00,2025-10-01T21:53:47.953798+00:00
ydFcvA1VsbifvcTZ4sFq,"Apartamento em Curitiba, no bairro Batel - Referência: 0503 - Temple Batel",644000.0,1,1,34.71,apartment,active,2025-10-01T21:53:47.881533+00:00,2025-10-01T21:53:47.78516+00:00
yZiDppXpWfheVrXF8li9,"Cobertura Duplex em Curitiba, no bairro Campo Comprido - Referência: 610 - El Arte Moradas Concepto",1834211.55,3,3,138.85,penthouse,active,2025-10-01T21:53:47.713006+00:00,2025-10-01T21:53:47.592991+00:00
yT70Vy89KHr6K613aTvv,"Apartamento em Curitiba, no bairro Boa Vista - Referência: 75A - Allure Residencial",691935.55,2,2,62.11,apartment,active,2025-10-01T21:53:47.52099+00:00,2025-10-01T21:53:47.424977+00:00
yS9yGsXj71IJ6MuYezFn,"Duplex em Curitiba, no bairro Bigorrilho - Referência: 1802 - Casa Milano",7596210.0,3,5,315.0,house,active,2025-10-01T21:53:47.272833+00:00,2025-10-01T21:53:47.160678+00:00
yN0HGVOSGH9Wf3uEGIm1,"Duplex em Curitiba, no bairro Juvevê - Referência: 2002 - Blanc de Rouge",3927054.84,3,5,214.63,apartment,active,2025-10-01T21:53:47.09641+00:00,2025-10-01T21:53:46.976105+00:00
yLsYgdFWTni2dr0jZ139,"Apartamento em Curitiba, no bairro Centro - Referência: 407 - Aya Amintas - Residencial",605900.0,2,2,50.52,apartment,active,2025-10-01T21:53:46.856104+00:00,2025-10-01T21:53:46.760081+00:00
yLF8UBEqIhu8inirXQSZ,"Duplex em Curitiba, no bairro Cabral - Referência: 1204 - Fifty Cabral",4114660.0,3,5,252.64,apartment,active,2025-10-01T21:53:46.656079+00:00,2025-10-01T21:53:46.536067+00:00
yIaKmdOJSwCd1ZDMdQIU,"Apartamento em Curitiba, no bairro Bigorrilho - Referência: 202 - Aurea 777",2199000.0,3,4,134.77,apartment,active,2025-10-01T21:53:46.472064+00:00,2025-10-01T21:53:46.336036+00:00
yBk95bsKmQ18dtuUBPZG,"Cobertura Duplex em Curitiba, no bairro Portão - Referência: 152 - Saint Maartan",1429200.0,2,3,147.05,penthouse,active,2025-10-01T21:53:46.255865+00:00,2025-10-01T21:53:46.167849+00:00
yBUV2aqlUJ8QOIO0szTW,"Studio em Curitiba, no bairro Bacacheri - Referência: 305 - Zurich",276000.0,1,1,23.43,apartment,active,2025-10-01T21:53:46.095845+00:00,2025-10-01T21:53:46.007834+00:00
y8QTsCx7DI2xd8OT4TEh,"Garden em Curitiba, no bairro Juvevê - Referência: 201 - Blanc de Rouge",3554879.68,3,5,200.44,garden,active,2025-10-01T21:53:45.943829+00:00,2025-10-01T21:53:45.871819+00:00
y573OrjNexGD8zKRkRwH,"Apartamento em Curitiba, no bairro Novo Mundo - Referência: 506 - Stone Urban Habitat",630900.0,3,3,72.03,apartment,active,2025-10-01T21:53:45.791729+00:00,2025-10-01T21:53:45.687446+00:00
y0bWpRHRNDJGiycatnYb,"Apartamento em Curitiba, no bairro Campo Comprido - Referência: 502 - La Défense",1650000.0,3,4,124.12,apartment,active,2025-10-01T21:53:45.615442+00:00,2025-10-01T21:53:45.543435+00:00
xqvBo3RrUFz7qrTOjrGt,Aura Residencial,1495000.0,3,3,115.57,apartment,active,2025-10-01T21:53:45.352365+00:00,2025-10-01T21:53:45.251304+00:00
xpZOeli9mnJuM3lrstVl,D é preparado para atender às necessidades dos moradores que buscam lazer e conforto em um só lugar.,249500.0,2,1,42.0,apartment,active,2025-10-01T21:53:45.164802+00:00,2025-10-01T21:53:45.060161+00:00
xfIsiHq6etsDw5YEwrJD,"Apartamento em Curitiba, no bairro Hauer - Referência: 402B - Meo Hauer",563918.37,3,2,63.8,apartment,active,2025-10-01T21:53:44.843789+00:00,2025-10-01T21:53:44.739777+00:00
xYSxE3fmV9FEYyw9SQej,"Apartamento em Curitiba, no bairro Alto da Rua XV - Referência: 204 - Cosmo Hype Living",822900.0,3,2,66.66,apartment,active,2025-10-01T21:53:44.659775+00:00,2025-10-01T21:53:44.563757+00:00
xQd8yQESGuUFLL7Dn91U,"Apartamento 1 quarto, andar alto - Face Oeste - Centro - Curitiba - Pr",257000.0,1,1,31.89,apartment,active,2025-10-01T21:53:44.46775+00:00,2025-10-01T21:53:44.339736+00:00
xPHFQtuLf9uopjcLjfzI,"Studio em Curitiba, no bairro Centro Cívico - Referência: 702 - Civitas - Studios",314971.88,1,1,20.37,apartment,active,2025-10-01T21:53:44.27573+00:00,2025-10-01T21:53:44.171715+00:00
xHi5y7BvdAeMBepUmVn0,"Garden em Curitiba, no bairro Prado Velho - Referência: 102 1 - Bliss Campus",590610.57,3,2,75.36,garden,active,2025-10-01T21:53:44.091631+00:00,2025-10-01T21:53:43.987596+00:00
xFrswdcDtArAPMHV0y9T,"Studio em Curitiba, no bairro Boqueirão - Referência: 206 - Naví Garcia",269390.05,1,1,29.33,apartment,active,2025-10-01T21:53:43.787423+00:00,2025-10-01T21:53:43.699397+00:00
xFDtFLf2HNSg4znEQ7wB,"Garden em Curitiba, no bairro Mercês - Referência: 108 - Zait",616300.0,1,1,107.86,garden,active,2025-10-01T21:53:43.61139+00:00,2025-10-01T21:53:43.531381+00:00
x99n9qAsWerC6SweiG43,"Apartamento em Curitiba, no bairro Novo Mundo - Referência: C701 - High City Habitat 2 (Torre C)",415900.0,1,1,32.5,apartment,active,2025-10-01T21:53:43.45923+00:00,2025-10-01T21:53:43.339212+00:00
x5BpGK1V3mGagl06wc6f,"Apartamento em Curitiba, no bairro Cabral - Referência: 204 D Alba - Piemonte Alberi",2922918.0,3,5,177.26,apartment,active,2025-10-01T21:53:43.275208+00:00,2025-10-01T21:53:43.154866+00:00
x1pAsbV6E7K6ip5iWJW6,"Apartamento em Curitiba, no bairro Bacacheri - Referência: 101 - Blossom Urban Habitat",535900.0,2,2,56.43,apartment,active,2025-10-01T21:53:43.082749+00:00,2025-10-01T21:53:42.93073+00:00
