url,listing_type,title,price,neighborhood,city,state,area,bedrooms,suites,bathrooms,parking,main_image,description,reference,building,usage_type,video_link,infrastructures
https://www.allegaimoveis.com/imovel/venda/cobertura-em-curitiba-pr-no-bairro-cristo-rei-8448675,venda,"Cobertura Duplex em Curitiba, no bairro Cristo Rei - Referência: 71 - Terrasse Musique","R$ 1.295.000,00",Cristo Rei,Curitiba,PR,"108,55 m²",3,1,3,,https://static.orulo.com.br/images/properties/large/674544.jpeg?1624995035,"Um pouco mais sobre o imóvel
Localizado em uma das mais tranquilas e arborizadas esquinas do bairro. O Terrasse Musique é uma obra inspirada no estilo de vida daqueles que valorizam a liberdade e que desejam espaços planejados, funcionais e na medida certa, a 3 quadras do Bom Jesus Lourdes e vizinho da Faculdade Estácio Radial e Supermercado Extra Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",71 - Terrasse Musique,Terrasse Musique,residencial,,Academia; Bicicletário; Brinquedoteca; Elevador social; Espaço gourmet; Playground; Portaria; Salão de festas; Segurança; Terraço
https://www.allegaimoveis.com/imovel/venda/sobrado-em-curitiba-pr-no-bairro-boqueirao-8202358,venda,"Sobrado Triplex de Alto Padrão, 4 quartos sendo 3 suítes com 3 vagas no Boqueirão - Curitiba - Pr Proximo SESI/SENAI do Boqueirão","R$ 850.000,00",Boqueirão,Curitiba,NOVO,"150,00 m²",4,3,4,,https://www.infocenterhost2.com.br/crm/fotosimovel/8202358/1215121993-sobrado-curitiba-boqueirao_300.jpg,"Um pouco mais sobre o imóvel
Sobrado à Venda no Boqueirão – 4 Quartos sendo 3 Suítes e Terraço com preparação para Jacuzzi
Se você busca um lar completo, moderno e em uma localização privilegiada, este sobrado frente para a rua no Boqueirão é a escolha perfeita.
Com 205m² de área total, 160m² de área útil e um terraço de 45m², o imóvel oferece conforto, elegância e espaço ideal para sua família desfrutar de momentos únicos.
Destaques do Imóvel:
• 4 quartos, sendo 3 suítes
• Terraço amplo com infraestrutura para Jacuzzi
• Sala para 2 ambientes integrada à cozinha
• Lavabo no térreo e banheiro social no 2º piso
• Lavanderia separada
• Garagem para 3 veículos
• Excelente acabamento com escada em mármore
  Preparação para Ar Condocionado.
Distribuição por Pavimento:
Térreo:
• Sala para 2 ambientes
• Cozinha integrada
• Lavabo.
• Lavanderia
• Vagas de garagem
1º Piso:
• 3 quartos, todos com suíte
2º Piso:
• 1 quarto adicional
• Banheiro social
• Terraço espaçoso com preparação para Jacuzzi
Localização Estratégica:
O sobrado está situado em uma das melhores regiões do Boqueirão, próximo ao SESI/SENAI, supermercados, farmácias, escolas, panificadoras e uma ampla variedade de comércios e serviços. A localização oferece a combinação perfeita entre tranquilidade e praticidade, com fácil acesso ao transporte público e importantes vias da cidade.
Não perca essa oportunidade de morar bem!
Entre em contato e conheça de perto este sobrado incrível. Realize seu sonho e proporcione o conforto que sua família merece.
  Sujeito a alteração sem aviso prévio. Consulte disponibiidade",VE-SO0022,,residencial,,Alarme; Jardim; Medidores individuais de consumo; Cerca elétrica
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-bacacheri-9674740,venda,"Garden em Curitiba, no bairro Bacacheri - Referência: 105 - Nest Urban Habitat","R$ 637.900,00",Bacacheri,Curitiba,PR,"81,41 m²",2,1,2,,https://static.orulo.com.br/images/properties/large/1172851.jpg?1667250517,"Um pouco mais sobre o imóvel
Nest 56 unidades em torre única, com um elevador, térreo de acesso ao empreendimento, incluindo unidades com terraço externo, além de sete andares de apartamentos e um ático com diversas áreas de lazer—são 14 espaços dedicados ao bem-estar e convívio. As opções de plantas incluem apartamentos de 1, 2 e 3 quartos, com versões que oferecem suítes, e áreas privativas que variam de 30,07 m² a 93,96 m². Nest, traduzido do inglês para o português, significa ninho—um refúgio e abrigo localizado em um bairro com o charme e a tranquilidade de uma cidade do interior. O bairro Tingui é uma região predominantemente residencial que, nos últimos 10 anos, passou por uma transformação significativa no seu cenário urbano, impulsionada pelo crescimento dos investimentos de construtoras na região. Essa valorização atraiu clientes que antes buscavam imóveis em bairros como Juvevê, Ahú, Boa Vista e Bacacheri. Morar no Tingui é ter o privilégio de estar próximo ao Parque Bacacheri, desfrutando de uma ampla oferta de lazer, entretenimento e qualidade de vida. A excelente infraestrutura, com acesso rápido às principais vias da cidade e serviços essenciais a poucos minutos de distância, faz do bairro um convite irrecusável para estabelecer um lar e transformar seu imóvel em um ninho de conforto e acolhimento. Um dos empreendimentos mais elegantes e modernos da região, o Nest se destaca pelo conceito de sofisticação e funcionalidade, unindo cores sóbrias, formas contemporâneas e elementos orgânicos. O uso de madeira nos móveis e pergolados reforça a identidade estética e conceitual do edifício, enquanto o projeto de paisagismo regenerativo, que utiliza 100% de plantas nativas, promove um ambiente mais sustentável. Esse conceito está presente no jardim frontal do empreendimento e na aplicação de vasos na cobertura, integrando a natureza ao espaço urbano de forma harmoniosa. O empreendimento conta com um espaço pet com grama, oferecendo conforto para os animais de estimação, além de um cinema externo, ideal para aproveitar as tardes e noites de Curitiba. A estrutura de lazer é completa e pensada para atender diferentes estilos de vida com bicicletário, rooftop com vários espaços de assento, fireplace, playground com escorrega, gourmet interno e externo, brinquedoteca, espaço família com área aberta para recreação, cinema externo com pergolado, lavanderia, academia interna e externa e solarium.Os apartamentos são entregues com revestimentos da marca Eliane ou similar, com piso porcelanato nas áreas frias, como banheiros e cozinha, e piso cerâmico nas sacadas. Churrasqueira à carvão com projeto de exaustão mecânica nas unidades de 2 quartos e 3 quartos com suíte. Preparação para ar-condicionado contempla um ponto na suíte e outro na sala e suíte, sendo entregue com tubulação de cobre, isolamento térmico, ponto elétrico e dreno em PVC. A infraestrutura para aquecimento a gás atende os chuveiros, lavatórios dos banheiros e a pia da cozinha, sendo importante destacar que os equipamentos não estão inclusos. Os banheiros são entregues com bancada em granito na cor cinza andorinha com cuba de embutir e metais da marca Docol ou equivalente. As tubulações utilizadas são da marca Tigre ou similar. As portas internas são brancas e contam com projeto de atenuação acústica. Forro em gesso instalado, exceto nos dormitórios. Pintura com tinta látex no forro e textura acrílica nas paredes da marca Suvinil ou similar. Esquadrias de alumínio com pintura eletrostática a pó, utilizando tinta à base de resina poliéster. O sistema inclui tubulação seca para interfone e antena de TV. Alvenaria convencional com blocos cerâmicos de espessura mínima de 9 centímetros. As unidades de 1 quarto, com exceção da unidade 102, não possuem sacada nem infraestrutura para ar-condicionado. Todas as unidades de 1 quarto não contam com sistema de aquecimento a gás; neste caso, o chuveiro será entregue com ponto elétrico, assim como a cozinha, que contará com ponto elétrico para cooktop. O memorial descritivo prevalece sobre as demais especificações. Um berço para novas histórias. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",105 - Nest Urban Habitat,Nest Urban Habitat,residencial,,Academia; Bicicletário; Brinquedoteca; Cinema; Elevador social; Espaço gourmet; Fire place; Lavanderia; Playground; Solarium; Terraço
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-novo-mundo-9503161,venda,"Apartamento em Curitiba, no bairro Novo Mundo - Referência: 202 - Stone Urban Habitat","R$ 532.900,00",Novo Mundo,Curitiba,PR,"59,26 m²",2,1,2,,https://static.orulo.com.br/images/properties/large/1791159.jpg?1717704921,"Um pouco mais sobre o imóvel
Stone 70 unidades em torre única, com um elevador e vagas de garagem no térreo. O edifício possui sete andares de apartamentos e uma cobertura com área de lazer. São 9 áreas de lazer, proporcionando conforto aos moradores. As opções de plantas incluem studios, apartamentos de 2 quartos com suíte e 3 quartos com suíte, com áreas privativas que variam de 28 m² a 72 m². Da matéria-prima, a pedra é moldada pela arquitetura em forma, dando vida ao Stone, um empreendimento que celebra a evolução humana. Antigamente, nossos abrigos eram cavernas; hoje, buscamos segurança e conforto em construções feitas pela mão humana. Nesse contexto, a estereotomia – a arte e ciência do corte meticuloso de materiais sólidos para construção de estruturas, especialmente em pedra – tem sido fundamental para criar obras arquitetônicas duradouras e belas. Inspirado por essa tradição, o Stone reinterpreta esses princípios em um contexto moderno. O empreendimento é o quinto lançamento da Hype na região e se diferencia dos demais por seu elevado padrão construtivo e qualidade, buscando atender ao público do próprio bairro e também das pessoas que migram de bairros como Batel, Água Verde e Portão para o Novo Mundo, sem renunciar ao status já conquistados e potencial de valorização. Os moradores de Curitiba que escolhem viver na região Sul são atraídos pelo comércio variado, as múltiplas conveniências e o fácil acesso aos principais pontos de trabalho. Essa região é ideal para empregados quanto para empresários que valorizam a pontualidade em seus compromissos profissionais. A fachada, marcada por ângulos agudos e cortes precisos, remete às pedras talhadas, fortalecendo o apelo estético e conceitual do projeto e evocando a robustez e elegância de uma pedra esculpida. O ripado preto na fachada complementa a composição, adicionando elegância e modernidade, enquanto as lâminas de brises metálicas trazem tons de sofisticação, criando interações com a luz natural. O cobogó, um revestimento vazado tipicamente brasileiro presente no acesso, adiciona beleza e versatilidade ao projeto. O paisagismo do Stone, desenvolvido pela consultoria Bloco Base, foi pensado para recriar uma vegetação rochosa, utilizando espécies menos densas compostas principalmente por trepadeiras e bromélias, adaptadas a condições rochosas e ao estilo de vida epífita, o qual permite que cresçam se apoiando em elementos naturais como pedras e outras plantas. Empreendimento conta com lavanderia, academia e no ático, área de lazer compartilhada que remete ao cume de uma montanha, o conceito é reforçado com floreiras que imitam rochas, proporcionando um ponto de conexão conceitual prático ao empreendimento. Outra área que reflete bem o conceito do projeto é o espaço Kids Boulder, traduzido do inglês como 'Escalada para Crianças'. Este espaço foi cuidadosamente planejado para oferecer uma experiência que harmoniza com o tema rochoso do projeto e também para criar uma memória afetiva duradoura associada ao Stone. Ainda conta com playground externo com escorrega com fácil integração com gourmet interno e externo e este tem apenas uma porta de divisão com a sala de jogos. Coworking com fácil acesso ao fireplace. Todos os apartamentos contam com forro em gesso, churrasqueira à carvão, piso porcelanato nas áreas frias, contrapiso nas áreas quentes, e alvenaria convencional de tijolo, que facilita o conforto acústico e a personalização pelos moradores. Os apartamentos são entregues com revestimentos da marca Eliane ou similar, com piso porcelanato nas áreas frias, como banheiros, cozinha e sacada. Churrasqueira à carvão com projeto de exaustão mecânica em todas unidades. Preparação para ar-condicionado, exceto estúdios e 1 quarto, contempla um ponto na suíte e outro na sala, sendo entregue com tubulação de cobre, isolamento térmico, ponto elétrico e dreno em PVC. A infraestrutura para aquecimento a gás atende os chuveiros, lavatórios dos banheiros e a pia da cozinha, sendo importante destacar que os equipamentos não estão inclusos. Os banheiros são entregues com bancada em granito na cor cinza andorinha com cuba de embutir e metais da marca Docol ou equivalente. As tubulações utilizadas são da marca Tigre ou similar. As portas internas são brancas e contam com projeto de atenuação acústica. Forro em gesso instalado em todos ambientes. Pintura com tinta látex no forro e textura acrílica nas paredes da marca Suvinil ou similar. Esquadrias de alumínio com pintura eletrostática a pó, utilizando tinta à base de resina poliéster. O sistema inclui tubulação seca para interfone e antena de TV. Alvenaria convencional com blocos cerâmicos. As unidades do tipo estúdio e 1 quarto não possuem infraestrutura para ar-condicionado nem para aquecimento a gás. Nesses casos, o chuveiro será entregue com ponto elétrico, assim como a cozinha, que contará com ponto elétrico para cooktop. O memorial descritivo prevalece sobre as demais especificações. Descubra um novo modo de viver no Stone. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",202 - Stone Urban Habitat,Stone Urban Habitat,residencial,,Academia; Brinquedoteca; Coworking; Elevador social; Espaço gourmet; Fire place; Game place; Hall de entrada com pé direito duplo; Lavanderia; Playground; Sala de jogos
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-merces-9331078,venda,"Garden em Curitiba, no bairro Mercês - Referência: 12 TORRE B - SAMAÚMA - Amáz","R$ 4.438.130,00",Mercês,Curitiba,PR,"201,63 m²",4,4,5,,https://static.orulo.com.br/images/properties/large/1488185.jpg?1692361870,"Um pouco mais sobre o imóvel
Seu futuro lar, naturalmente perfeito. Localizado na área mais nobre do Champagnat, o AMÁZ é um empreendimento inspirado na Amazônia, que compensará 100% do carbono produzido em sua obra por meio de um projeto que promove a preservação do maior bioma brasileiro. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",12 TORRE B - SAMAÚMA - Amáz,Amáz,residencial,https://www.youtube.com/watch?v=YTJPXi7iyJ4,Academia; Bar; Brinquedoteca; Elevador social; Espaço gourmet; Fire place; Pet place; Piscina adulto; Piscina aquecida; Piscina infantil; Playground; Portaria; Salão de festas; Segurança; Terraço
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-santo-inacio-9637752,venda,"Apartamento em Curitiba, no bairro Santo Inácio - Referência: 13BLF - Terrasse Nature","R$ 2.254.000,00",Santo Inácio,Curitiba,PR,"143,07 m²",3,3,5,,https://static.orulo.com.br/images/properties/large/1217239.jpg?1672861989,"Um pouco mais sobre o imóvel
Envolto pelo bosque do Parque Barigui, com unidades amplas de 3 suítes e detalhes que trazem uma combinação perfeita para você se apaixonar à primeira vista, o Terrasse Nature é um empreendimento pensado para quem busca viver com sofisticação e exclusividade em um lugar único em meio à natureza. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",13BLF - Terrasse Nature,Terrasse Nature,residencial,,Academia; Bicicletário; Brinquedoteca; Elevador de serviço; Playground; Portaria; Quadra poliesportiva; Sala de jogos; Salão de festas; Segurança
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-ecoville-9442565,venda,"Garden em Curitiba, no bairro Ecoville - Referência: 215 - Terrasse L'Avenir","R$ 1.797.000,00",Ecoville,Curitiba,PR,"216,66 m²",3,1,2,,https://static.orulo.com.br/images/properties/large/2215832.jpg?1748434530,"Um pouco mais sobre o imóvel
L’avenir – do francês “O futuro”. Imagine um futuro no qual o tempo passa mais devagar, onde a vida se equilibra no ritmo da natureza. Nesse futuro a tranquilidade não é uma utopia distante, o essencial volta a ser o estar próximo, o caminhar sem pressa e vivenciar tudo aquilo que foi conquistado. O equilíbrio entre o dia a dia e o viver com leveza é o ponto de partida para experienciar esse projeto especial, um refúgio no qual a mente desacelera e o coração encontra sossego. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",215 - Terrasse L'Avenir,Terrasse L'Avenir,residencial,,Elevador social; Lounge; Piscina adulto; Playground; Portaria; Praça; Segurança
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-agua-verde-7595945,venda,Terrasse Infini,"R$ 1.034.000,00",Água Verde,Curitiba,PR,"78,33 m²",2,2,1,,https://dwvimagesv1.b-cdn.net/images/developments/48d6504b-4f18-4ba1-b013-fa9993bfd7d3/personal/da40a36ea899065c455e1a603772124bab0b278e96a58007fdf40b0c2fc7eeaa.jpg,"Um pouco mais sobre o imóvel
-> Empreendimento

Bicicletário
Lounge
Salão de festas
Sala de Reunião
Sala de jogos
Academia
Piscina infantil
Piscina adulta
Hall de entrada decorado e mobiliado
Guarita de segurança
Interfone
Alarme
Espaço gourmet
Elevador
Brinquedoteca
Estúdio de pilates
Estar Social
Piscina


-> Unidade

Acabamento em gesso
Churrasqueira
Ar Condicionado
Sacada
Sala de Estar
Varanda
Sala de jantar
Gás Individual
Home Office
Área de Serviço
Porcelanato
Interfone
Escritório
Varanda Gourmet
Cozinha





Incorporação: 86.564",265157,Terrasse Infini,residencial,,Bicicletário; Lounge; Salão de festas; Sala de Reunião; Sala de jogos; Academia; Piscina infantil; Piscina adulta; Hall de entrada decorado e mobiliado; Guarita de segurança; Interfone; Alarme; Espaço gourmet; Elevador; Brinquedoteca; Estúdio de pilates; Estar Social; Piscina
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-capao-raso-8550976,venda,"Apartamento em Curitiba, no bairro Capão Raso - Referência: 21 - Dom Gabardo","R$ 762.200,00",Capão Raso,Curitiba,PR,"98,99 m²",3,1,2,,https://static.orulo.com.br/images/properties/large/2155899.jpeg?1743430918,"Um pouco mais sobre o imóvel
O Edifício Dom Gabardo é um empreendimento com 22 unidades idealizadas para que os moradores desfrutem do que há de melhor no bairro Capão Raso. Com localização privilegiada, o seu novo lar combina o conforto e a praticidade de estar perto de diversos centros comerciais, escolas e hospitais, sem abrir mão do sossego de uma rua tranquila. Tudo isso com excelente acabamento. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",21 - Dom Gabardo,Dom Gabardo,residencial,,Bicicletário; Elevador social; Espaço gourmet; Horta coletiva; Portaria; Segurança; Terraço
https://www.allegaimoveis.com/imovel/venda/conjunto-sala-comercial-em-curitiba-pr-no-bairro-agua-verde-8550849,venda,"Sala com Área Ext. em Curitiba, no bairro Água Verde - Referência: SS01 - Terrasse Infini - Comercial","R$ 660.000,00",Água Verde,Curitiba,PR,"64,72 m²",,,1,,https://static.orulo.com.br/images/properties/large/1673473.jpg?1707491252,"Um pouco mais sobre o imóvel
Situado no charmoso bairro Água Verde em Curitiba, o Terrasse Infini se destaca como um condomínio de torre única, proporcionando uma variedade de apartamentos com 2 ou 3 quartos. A concepção arquitetônica imponente do projeto, sob a expertise do renomado arquiteto Luiz Bacoccini, se revela através de características marcantes. A torre é delineada por volumes setorizados, influenciados pelas diversas opções de plantas dos apartamentos, o que se reflete de maneira direta na fachada. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",SS01 - Terrasse Infini - Comercial,Terrasse Infini - Comercial,comercial,,
https://www.allegaimoveis.com/imovel/venda/casa-em-curitiba-pr-no-bairro-boa-vista-7669143,venda,"Sobrado com 4 dormitórios à venda, 130 m² por R$ 630.000 - Boa Vista - Curitiba/PR","R$ 630.000,00",Boa Vista,Curitiba,PR,"130,00 m²",4,1,3,,https://www.infocenterhost2.com.br/crm/fotosimovel/7669143/1085463284-apartamento-curitiba-boa-vista_300.jpg,"Um pouco mais sobre o imóvel
Terreno/sobrado ZR3 à venda no Bairro Boa Vista, com 436m² em Região Valorizada.

Zoneamento ZR3 Área total 436 m² em declive.
Frente: 14m x Fundos: 31,14m.

Característica: 2 pavimentos
Projetada para 2 residências.
Área construída com laje, dividida em duas casas sobrepostas, sendo a primeira no nível da rua com 65 m2, sendo dois quartos, uma suíte , um banheiro social, uma cozinha e ampla sala garagem aberta. a segunda no nível inferior com ampla cozinha externa com área pra lavanderia, 2 quartos externos, copa, 4 quartos, um banheiro social, quartinho de ferramenta e espaço livre debaixo da área , acesso por escada lateral.
130 m2 averbados em escritura

Próximo: Unidade de Saúde Abaeté, Colégio Adventista, Clube Rio Branco, Hipermercado, farmácias, lotérica, rua da cidadania. upa, unidade de saúde e variedades de comércio.

O bairro possui o nome de Boa Vista por sua localização: está geograficamente no alto, proporcionava uma visão privilegiada da cidade. Ter acesso fácil às outras regiões da cidade é muito valorizado hoje. De carro ou de ônibus, com as vias rápidas do bairro você chega rapidinho no Centro de Curitiba, como a Av. Paraná, onde temos a canaleta do ônibus, e a Rua Jovino do Rosário, rápida que vai para o centro.
Os bairros próximos e que têm maior influência no Boa Vista são Cabral, Ahú, Bacacheri e São Lourenço, que completam ainda mais a vida de quem mora aqui.

Sujeito a alteração sem aviso prévio. Consultar disponibilidade.

Agende sua visita",VE-SO0148,,residencial,,
https://www.allegaimoveis.com/imovel/venda/conjunto-sala-comercial-em-curitiba-pr-no-bairro-centro-7665480,venda,Conjunto comercial à venda no Centro de Curitiba. Face oeste - Ensolarada e super arejada.,"R$ 195.000,00",Centro,Curitiba,EXCELENTE,"30,77 m²",1,,1,,https://www.infocenterhost2.com.br/crm/fotosimovel/7665480/1084160101-conjunto-sala-comercial-curitiba-centro_300.jpg,"Um pouco mais sobre o imóvel
Conjunto comercial à venda no Centro de Curitiba.
Prédio novo - Face oeste - Ensolarada e super arejada.
Rua Comendador Macedo
O edifício é ocupado por pequenas e médias empresas
Prédio comercial com 9 andares, 45 salas sendo 4 salas por andar.  arquitetura moderna e localização privilegiada.
CONTENDO:
* Sala com ampla janelas;
* BWC 
* BWC para portadores de necessidades especiais 
* Interfone;
* Hall social
* 3 Elevadores sendo 1 para portadores de necessidades especiais.
Portaria com porteiro e sistema de identificação e catracas.
Localizado próximo: Shopping Itália, Teatro Guairá , Bancos, hotéis e restaurantes. 
Obs: Possibilidade de integrar sala ao lado.
Sujeito a alteração sem aviso prévio. Consultar disponibilidade.

Agende sua visita!",VE-CJ0054,Executive Tower Center,comercial,,Alarme; Câmeras de Segurança; Interfone; Elevador; Circuito Tv
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-juveve-8551650,venda,"Apartamento em Curitiba, no bairro Juvevê - Referência: 101 - Itá Rare Homes","R$ 1.702.086,67",Juvevê,Curitiba,PR,"124,93 m²",3,3,4,,https://static.orulo.com.br/images/properties/large/2157897.jpeg?1743526955,"Um pouco mais sobre o imóvel
A volumetria pensada para o ITA remete a rocha bruta sendo esculpida, de baixo para cima, desvendando-se aos poucos a preciosidade que a natureza guarda, a pedra rara sendo descoberta. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",101 - Itá Rare Homes,Itá Rare Homes,residencial,,Academia; Brinquedoteca; Deck molhado; Elevador social; Energia solar; Espaço gourmet; Fire place; Jardim; Lounge; Ponto para carro elétrico; Portaria 24 horas; Quadra poliesportiva; Salão de festas; Segurança
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-champagnat-7841994,venda,Casa Milano,"R$ 7.596.210,00",Champagnat,Curitiba,PR,"315,26 m²",3,3,1,,https://dwvimagesv1.b-cdn.net/1632763379743_a07ebb9a-7eb3-47f0-9b11-36f8c9b418ba.jpeg,"Um pouco mais sobre o imóvel
-> Empreendimento

Hidromassagem
Lounge
Espaço gourmet
Brinquedoteca
Piscina
Hall de entrada decorado e mobiliado
Guarita de segurança
Pub
Guarita de segurança
Hall de entrada
Fitness
Piscina coberta
Brinquedoteca
Playground
Salão de festas
Espaço gourmet
Lounge externo
Quadra poliesportiva
Piscina descoberta
Pet place
Hidromassagem
Horta
Pub
Poker Room
Terraço barigui

-> Unidade

Sacada
Cozinha
Lavabo





CONDIÇÕES DE PAGAMENTO

Sinal (10%) - R$ 759.621,00
Mensais 41x (41x) - R$ 20.380,08
Intermediária anuais 4x (4x) - R$ 550.725,22
Saldo final (abr/25) (50%) - R$ 3.798.105,00


Incorporação: 65786",93679,Casa Milano,residencial,https://vz-093bee2c-414.b-cdn.net/646c7e93-b255-4949-927f-a9bc6d02bbe6/play_720p.mp4,Hidromassagem; Lounge; Espaço gourmet; Brinquedoteca; Piscina; Hall de entrada decorado e mobiliado; Guarita de segurança; Pub
https://www.allegaimoveis.com/imovel/venda/loja-em-curitiba-pr-no-bairro-centro-8590434,venda,"Loja em Curitiba, no bairro Centro - Referência: Loja03 - Hyde Park - Lojas","R$ 1.016.094,00",Centro,Curitiba,PR,"153,32 m²",,,1,,https://static.orulo.com.br/images/properties/large/763175.jpg?1633103570,"Um pouco mais sobre o imóvel
Galeria comercial Hyde Park, localizada em frente a FAE/Bom Jesus, ligação entre as Ruas 24 de Maio e Nunes Machado. Região de alto fluxo de pedestres, atendida por estacionamentos e pontos comerciais consolidados. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",Loja03 - Hyde Park - Lojas,Hyde Park - Lojas,comercial,,Jardim
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-cristo-rei-9048183,venda,"Apartamento em Curitiba, no bairro Cristo Rei - Referência: 202 - Flag","R$ 1.477.810,00",Cristo Rei,Curitiba,PR,"130,13 m²",3,3,4,,https://static.orulo.com.br/images/properties/large/1832995.jpg?1721312267,"Um pouco mais sobre o imóvel
Flag é bandeira, um símbolo, um conceito. Grandes nomes a ergueram em momento únicos. O simples gesto de carregá-la já traz em si o merecimento pela luta e pelo esforço. Só quem viveu sabe como foi chegar até aqui. Agora, a Porto Camargo quer homenagear você e sua grande conquista. Mostre ao mundo. Viva no Flag! Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",202 - Flag,Flag,residencial,,Academia; Brinquedoteca; Espaço gourmet; Portaria; Salão de festas; Segurança; Spa; Terraço
https://www.allegaimoveis.com/imovel/venda/cobertura-em-curitiba-pr-no-bairro-juveve-8927404,venda,"Cobertura Duplex em Curitiba, no bairro Juvevê - Referência: 83 - N.A.U Juvevê","R$ 3.749.000,00",Juvevê,Curitiba,PR,"249,75 m²",3,3,4,,https://static.orulo.com.br/images/properties/large/1926385.jpg?1728936568,"Um pouco mais sobre o imóvel
Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",83 - N.A.U Juvevê,N.A.U Juvevê,residencial,https://youtube.com/watch?v=atuy-xUVLGY,Academia; Bicicletário; Brinquedoteca; Churrasqueira condominial; Coworking; Elevador social; Espaço gourmet; Fire place; Pet place; Piscina adulto; Piscina aquecida; Piscina infantil; Playground; Portaria; Quadra poliesportiva; Sala de reuniões; Salão de festas; Segurança; Terraço
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-portao-9277385,venda,"Garden em Curitiba, no bairro Portão - Referência: 1604 - Plus Portão","R$ 561.757,55",Portão,Curitiba,PR,"68,57 m²",2,,1,,https://static.orulo.com.br/images/properties/large/886945.jpg?1644338162,"Um pouco mais sobre o imóvel
Quer da vida aquele algo a mais? Dê um plus. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",1604 - Plus Portão,Plus Portão,residencial,,Academia; Cinema; Elevador social; Espaço gourmet; Playground; Portaria; Segurança; Solarium
https://www.allegaimoveis.com/imovel/venda/apartamento-em-curitiba-pr-no-bairro-boqueirao-9680302,venda,"Garden em Curitiba, no bairro Boqueirão - Referência: 101 - Naví Garcia","R$ 515.466,75",Boqueirão,Curitiba,PR,"63,91 m²",2,1,2,,https://static.orulo.com.br/images/properties/large/2270583.jpeg?1752605815,"Um pouco mais sobre o imóvel
Um empreendimento completo com toda segurança, conforto e lazer que você merece. Preço e disponibilidade do imóvel sujeitos a alteração sem aviso prévio.",101 - Naví Garcia,Naví Garcia,residencial,,Acessibilidade; Bicicletário; Churrasqueira condominial; Circuito de TV; Delivery; Elevador social; Espaço gourmet; Gás central; Hidromassagem; Horta coletiva; Infra para automação; Playground; Ponto para carro elétrico; Porteiro eletrônico; Salão de festas; Segurança; Solarium; Terraço
https://www.allegaimoveis.com/imovel/venda/casa-em-curitiba-pr-no-bairro-vista-alegre-8893006,venda,"Casa exclusiva no Vista Alegre, Curitiba – 5 quartos, 4 vagas, condomínio fechado","R$ 1.750.000,00",Vista Alegre,Curitiba,PR,"198,00 m²",5,1,3,,https://www.infocenterhost2.com.br/crm/fotosimovel/8893006/1353322810-apartamento-curitiba-vista-alegre_300.jpg,"Um pouco mais sobre o imóvel
Única casa do condomínio sem vizinhos laterais, garantindo mais privacidade, iluminação e ventilação natural. São 198m² de área privativa, distribuídos em 5 dormitórios, sendo 2 suítes (uma com closet), ampla sala para dois ambientes integrada à cozinha americana, lavabo, área de serviço e jardim privativo.
No piso superior, há um hall, banheiro social e três quartos. O condomínio oferece portaria remota, playground, portão eletrônico e 4 vagas descobertas. Localização privilegiada na Rua Olímpio Sotto Maior Sobrinho, com fácil acesso ao centro e áreas verdes.",VE-CA0100,Condomínio Portal dos Parques,residencial,,
